 & 65k & 9054 & 8969 \\
2 & 1M & 114128 & 49381 \\
 & 16M & 1327228 & 383403 \\
 & 256M & 20507279 & 5118520 \\
 & 65k & 5048 & 8498 \\
4 & 1M & 31933 & 84826 \\
 & 16M & 622920 & 553014 \\
 & 256M & 10210159 & 7871490 \\
 & 65k & 10163 & 14505 \\
8 & 1M & 37199 & 100395 \\
 & 16M & 594722 & 857843 \\
 & 256M & 9365042 & 10969555 \\
